size,complexity,priordefects,churn,allchangescount,changeentropy,allauthors,minorauthors,majorauthors,authorownership,rushedreviews,changesnodisc,selfapprovedchanges,typicaldisclen,typicalreviewwindow,reviewissues,allreviews,allreviewers,typicalnumberofreviewers,chnagesnoexpertise,typicalreviewerexpertise,defects
10,1,0,226,6,0,2,0,2,0.6666666667,4,0,0,1,1,0,0,0,0,0,11,0
3,1,0,226,6,0,2,0,2,0.6666666667,4,0,0,1,1,0,0,0,0,0,11,0
3,1,0,226,6,0,2,0,2,0.6666666667,4,0,0,1,1,0,0,0,0,0,11,0
3,1,0,226,6,0,2,0,2,0.6666666667,4,0,0,1,1,0,0,0,0,0,11,0
4,1,0,228,7,0,3,0,3,0.5714285714,4,0,0,1,1,0,0,0,0,0,12,0
0,0,0,3,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
4,1,0,190,5,0,2,0,2,0.6,4,0,0,1,1,0,0,0,0,0,11,0
4,1,0,190,5,0,2,0,2,0.6,4,0,0,1,1,0,0,0,0,0,11,0
50,5,1,50,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
41,6,1,48,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
1914,72,7,149,5,0.7219280949,4,0,4,0.4,2,1,0,1,1,2,13,4,0,0,2,0
0,0,0,296,5,0.8982444017,1,0,1,1,0,1,5,0,0,0,0,0,0,0,0,0
0,0,0,144,2,0.5,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0
2063,270,11,93,7,0,8,0,8,0.1428571429,2,2,0,1,2,0,0,0,0,0,3,1
1146,140,9,59,3,0,3,0,3,0.3333333333,2,0,0,1,1,0,0,0,0,0,2,0
121,15,2,53,2,0,2,0,2,0.5,2,0,0,1,1,0,0,0,0,0,0,1
126,15,2,53,2,0,2,0,2,0.5,2,0,0,1,1,0,0,0,0,0,0,0
555,41,0,824,5,0,3,0,3,0.6,0,2,0,1,4,0,0,0,0,0,6,0
390,45,0,54,2,0,2,0,2,0.5,2,0,0,1,1,0,0,0,0,0,6,0
170,25,0,114,6,0,2,0,2,0.6666666667,5,0,0,1,1,6,36,7,0,0,13,0
446,36,6,71,4,0,3,0,3,0.25,2,0,0,1,1,1,3,3,0,0,2,1
8,1,0,50,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
91,11,0,57,3,0,3,0,3,0.3333333333,1,0,0,1,1,0,0,0,0,0,2,0
73,7,0,50,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
41,7,0,299,3,0,3,0,3,0.3333333333,2,0,0,1,1,0,0,0,0,0,0,0
38,1,0,114,6,0,2,0,2,0.6666666667,5,0,0,1,1,6,36,7,0,0,13,0
416,56,0,742,13,0.9957274521,2,0,2,0.8461538462,2,4,0,1,3,0,0,0,0,0,9,0
28,3,4,100,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
141,16,0,52,2,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,6,0
85,6,1,55,3,0,2,0,2,0.6666666667,0,2,0,1,0,0,0,0,0,0,0,0
44,3,0,114,6,0,2,0,2,0.6666666667,5,0,0,1,1,6,36,7,0,0,13,0
18,1,3,678,18,1,2,0,2,0.6666666667,5,0,0,1,1,0,0,0,0,0,15,0
4,1,1,190,5,0,2,0,2,0.6,5,0,0,1,1,0,0,0,0,0,15,0
17,1,4,678,18,1,2,0,2,0.6666666667,5,0,0,1,1,0,0,0,0,0,15,0
5,1,2,226,6,0,2,0,2,0.6666666667,5,0,0,1,1,0,0,0,0,0,15,0
17,1,4,678,18,1,2,0,2,0.6666666667,5,0,0,1,1,0,0,0,0,0,15,0
17,1,4,678,18,1,2,0,2,0.6666666667,5,0,0,1,1,0,0,0,0,0,15,0
